"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit,rk
3065,CA-2017-106859,3/13/2017,42812,"Second Class",BF-11215,"Benjamin Farhat","Home Office","United States",Albuquerque,"New Mexico",87105,West,OFF-ST-10000615,"Office Supplies",Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0,25.424,7
8098,CA-2017-122798,12/28/2017,43101,"Standard Class",SV-20935,"Susan Vittorini",Consumer,"United States",Albuquerque,"New Mexico",87105,West,OFF-ST-10003058,"Office Supplies",Storage,"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",118.25,5,0,34.2925,8
3066,CA-2017-106859,3/13/2017,42812,"Second Class",BF-11215,"Benjamin Farhat","Home Office","United States",Albuquerque,"New Mexico",87105,West,TEC-PH-10004531,Technology,Phones,"OtterBox Commuter Series Case - iPhone 5 & 5s",140.736,8,0.2,49.2576,9
3067,CA-2017-106859,3/13/2017,42812,"Second Class",BF-11215,"Benjamin Farhat","Home Office","United States",Albuquerque,"New Mexico",87105,West,TEC-AC-10004001,Technology,Accessories,"Logitech Wireless Headset H600 Over-The-Head Design",214.95,5,0,88.1295,10
9275,US-2014-134054,10/10/2014,41922,"Same Day",FC-14335,"Fred Chung",Corporate,"United States",Albuquerque,"New Mexico",87105,West,OFF-AR-10000937,"Office Supplies",Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,0,112.574,11
3069,CA-2017-106859,3/13/2017,42812,"Second Class",BF-11215,"Benjamin Farhat","Home Office","United States",Albuquerque,"New Mexico",87105,West,OFF-PA-10001815,"Office Supplies",Paper,"Xerox 1885",288.24,6,0,138.3552,12
8464,CA-2014-100881,3/28/2014,41730,"Standard Class",DR-12940,"Daniel Raglin","Home Office","United States",Albuquerque,"New Mexico",87105,West,TEC-PH-10003273,Technology,Phones,"AT&T TR1909W",302.376,3,0.2,22.6782,13
2417,CA-2017-168655,10/12/2017,43026,"Standard Class",ML-18040,"Michelle Lonsdale",Corporate,"United States",Albuquerque,"New Mexico",87105,West,TEC-AC-10002842,Technology,Accessories,"WD My Passport Ultra 2TB Portable External Hard Drive",595,5,0,95.2,14
2584,US-2014-155502,1/26/2014,41670,"Standard Class",SD-20485,"Shirley Daniels","Home Office","United States",Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,"Eldon Image Series Black Desk Accessories",12.42,3,0,4.4712,1
3279,CA-2014-102988,4/5/2014,41738,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-PA-10003349,"Office Supplies",Paper,"Xerox 1957",12.96,2,0,6.3504,2
3277,CA-2014-102988,4/5/2014,41738,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-AR-10004757,"Office Supplies",Art,"Crayola Colored Pencils",22.96,7,0,7.5768,3
3280,CA-2014-102988,4/5/2014,41738,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-AR-10000127,"Office Supplies",Art,"Newell 321",22.96,7,0,6.6584,3
921,CA-2014-138296,12/5/2014,41985,"Standard Class",RC-19825,"Roy Collins",Consumer,"United States",Alexandria,Virginia,22304,South,OFF-ST-10002444,"Office Supplies",Storage,"Recycled Eldon Regeneration Jumbo File",24.56,2,0,6.8768,5
4138,CA-2017-110926,11/19/2017,43062,"Standard Class",DD-13570,"Dorothy Dickinson",Consumer,"United States",Alexandria,Virginia,22304,South,OFF-FA-10000624,"Office Supplies",Fasteners,"OIC Binder Clips",25.06,7,0,12.53,6
3278,CA-2014-102988,4/5/2014,41738,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,"AT&T CL82213",28.99,1,0,8.4071,7
2579,US-2014-155502,1/26/2014,41670,"Standard Class",SD-20485,"Shirley Daniels","Home Office","United States",Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0,30.7818,8
2723,CA-2016-164735,4/14/2016,42479,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Alexandria,Virginia,22304,South,OFF-ST-10001558,"Office Supplies",Storage,"Acco Perma 4000 Stacking Storage Drawers",81.2,5,0,12.18,9
2583,US-2014-155502,1/26/2014,41670,"Standard Class",SD-20485,"Shirley Daniels","Home Office","United States",Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,"Macally Suction Cup Mount",155.35,13,0,0,10
2585,US-2014-155502,1/26/2014,41670,"Standard Class",SD-20485,"Shirley Daniels","Home Office","United States",Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,"Jabra SPEAK 410",187.98,2,0,52.6344,11
5647,CA-2015-104241,1/4/2015,42013,"Standard Class",AG-10495,"Andrew Gjertsen",Corporate,"United States",Alexandria,Virginia,22304,South,FUR-FU-10001473,Furniture,Furnishings,"DAX Wood Document Frame",192.22,14,0,69.1992,12
2580,US-2014-155502,1/26/2014,41670,"Standard Class",SD-20485,"Shirley Daniels","Home Office","United States",Alexandria,Virginia,22304,South,OFF-ST-10004337,"Office Supplies",Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0,0,13
3281,CA-2014-102988,4/5/2014,41738,"Second Class",GM-14695,"Greg Maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-SU-10002881,"Office Supplies",Supplies,"Martin Yale Chadless Opener Electric Letter Opener",4164.05,5,0,83.281,14
1568,CA-2015-129112,11/29/2015,42338,"First Class",AW-10840,"Anthony Witt",Consumer,"United States",Allen,Texas,75002,Central,OFF-BI-10000088,"Office Supplies",Binders,"GBC Imprintable Covers",8.784,4,0.8,-13.6152,1
2976,CA-2015-137512,5/7/2015,42136,"Standard Class",AG-10675,"Anna Gayman",Consumer,"United States",Allen,Texas,75002,Central,OFF-PA-10000213,"Office Supplies",Paper,"Xerox 198",15.936,4,0.2,5.3784,2
1567,CA-2015-129112,11/29/2015,42338,"First Class",AW-10840,"Anthony Witt",Consumer,"United States",Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",21.48,3,0.2,-0.2685,3
2975,CA-2015-137512,5/7/2015,42136,"Standard Class",AG-10675,"Anna Gayman",Consumer,"United States",Allen,Texas,75002,Central,FUR-TA-10001095,Furniture,Tables,"Chromcraft Round Conference Tables",244.006,2,0.3,-31.3722,4
9188,US-2015-130512,8/21/2015,42241,"Standard Class",SM-20320,"Sean Miller","Home Office","United States",Allentown,Pennsylvania,18103,East,OFF-SU-10001935,"Office Supplies",Supplies,"Staple remover",3.488,2,0.2,-0.6976,1
1527,CA-2016-122392,7/22/2016,42578,"Standard Class",CJ-12010,"Caroline Jumper",Consumer,"United States",Allentown,Pennsylvania,18103,East,OFF-AR-10002221,"Office Supplies",Art,"12 Colored Short Pencils",4.16,2,0.2,0.364,2
1528,CA-2016-122392,7/22/2016,42578,"Standard Class",CJ-12010,"Caroline Jumper",Consumer,"United States",Allentown,Pennsylvania,18103,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488,3
9189,US-2015-130512,8/21/2015,42241,"Standard Class",SM-20320,"Sean Miller","Home Office","United States",Allentown,Pennsylvania,18103,East,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",21.728,4,0.2,3.8024,4
9192,US-2015-130512,8/21/2015,42241,"Standard Class",SM-20320,"Sean Miller","Home Office","United States",Allentown,Pennsylvania,18103,East,OFF-PA-10003625,"Office Supplies",Paper,"Xerox 1979",49.568,2,0.2,15.49,5
9191,US-2015-130512,8/21/2015,42241,"Standard Class",SM-20320,"Sean Miller","Home Office","United States",Allentown,Pennsylvania,18103,East,OFF-BI-10004519,"Office Supplies",Binders,"GBC DocuBind P100 Manual Binding Machine",99.588,2,0.7,-82.99,6
9190,US-2015-130512,8/21/2015,42241,"Standard Class",SM-20320,"Sean Miller","Home Office","United States",Allentown,Pennsylvania,18103,East,OFF-ST-10002574,"Office Supplies",Storage,"SAFCO Commercial Wire Shelving, Black",663.072,6,0.2,-165.768,7
3793,CA-2015-111325,2/27/2015,42063,"First Class",BT-11395,"Bill Tyler",Corporate,"United States",Altoona,Pennsylvania,16602,East,OFF-AR-10002257,"Office Supplies",Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,6,0.2,2.2044,1
7102,CA-2016-144337,8/1/2016,42587,"Second Class",SG-20890,"Susan Gilcrest",Corporate,"United States",Amarillo,Texas,79109,Central,OFF-PA-10000249,"Office Supplies",Paper,"Easy-staple paper",19.648,2,0.2,6.6312,1
8031,CA-2016-158806,1/7/2016,42380,"Standard Class",NM-18520,"Neoma Murray",Consumer,"United States",Amarillo,Texas,79109,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13" Clairmont Wall Clock"",23.076,3,0.6,-10.9611,2
8032,CA-2016-158806,1/7/2016,42380,"Standard Class",NM-18520,"Neoma Murray",Consumer,"United States",Amarillo,Texas,79109,Central,OFF-PA-10004621,"Office Supplies",Paper,"Xerox 212",25.92,5,0.2,9.072,3
2668,CA-2016-111794,10/1/2016,42644,"Same Day",HG-15025,"Hunter Glantz",Consumer,"United States",Amarillo,Texas,79109,Central,OFF-PA-10000474,"Office Supplies",Paper,"Easy-staple paper",28.352,1,0.2,9.5688,4
2667,CA-2016-111794,10/1/2016,42644,"Same Day",HG-15025,"Hunter Glantz",Consumer,"United States",Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",79.512,3,0.2,20.8719,5
469,CA-2017-154907,3/31/2017,42829,"Standard Class",DS-13180,"David Smith",Corporate,"United States",Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,"Bush Mission Pointe Library",205.3328,2,0.32,-36.2352,6
1438,CA-2015-139731,10/15/2015,42292,"Same Day",JE-15745,"Joel Eaton",Consumer,"United States",Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,"Plantronics Audio 995 Wireless Stereo Headset",263.88,3,0.2,42.8805,7
7796,CA-2015-112711,7/12/2015,42203,"Standard Class",FM-14380,"Fred McMath",Consumer,"United States",Amarillo,Texas,79109,Central,TEC-PH-10000526,Technology,Phones,"Vtech CS6719",307.168,4,0.2,30.7168,8
8505,CA-2016-109400,5/2/2016,42496,"Standard Class",NR-18550,"Nick Radford",Consumer,"United States",Amarillo,Texas,79109,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,9
1439,CA-2015-139731,10/15/2015,42292,"Same Day",JE-15745,"Joel Eaton",Consumer,"United States",Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,"HON 5400 Series Task Chairs for Big and Tall",2453.43,5,0.3,-350.49,10
4885,CA-2017-104080,3/8/2017,42809,"Standard Class",AH-10210,"Alan Hwang",Consumer,"United States",Anaheim,California,92804,West,OFF-AR-10001972,"Office Supplies",Art,"Newell 323",3.36,2,0,0.8736,1
7061,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-BI-10002897,"Office Supplies",Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2" x 8 1/2"""",5.872,2,0.2,2.1286,2
4902,CA-2017-120936,12/17/2017,43090,"Standard Class",CA-12310,"Christine Abelman",Corporate,"United States",Anaheim,California,92804,West,OFF-SU-10002557,"Office Supplies",Supplies,"Fiskars Spring-Action Scissors",13.98,1,0,3.6348,3
7052,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-AR-10000914,"Office Supplies",Art,"Boston 16765 Mini Stand Up Battery Pencil Sharpener",23.32,2,0,6.0632,4
9907,US-2015-129007,9/13/2015,42262,"First Class",KD-16615,"Ken Dana",Corporate,"United States",Anaheim,California,92804,West,OFF-BI-10001628,"Office Supplies",Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity"",25.032,3,0.2,7.8225,5
7056,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-BI-10002824,"Office Supplies",Binders,"Recycled Easel Ring Binders",35.808,3,0.2,11.19,6
9910,US-2015-129007,9/13/2015,42262,"First Class",KD-16615,"Ken Dana",Corporate,"United States",Anaheim,California,92804,West,FUR-FU-10004018,Furniture,Furnishings,"Tensor Computer Mounted Lamp",44.67,3,0,12.0609,7
7059,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-ST-10000636,"Office Supplies",Storage,"Rogers Profile Extra Capacity Storage Tub",50.22,3,0,2.0088,8
9944,CA-2014-143371,12/28/2014,42007,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Anaheim,California,92804,West,OFF-SU-10002537,"Office Supplies",Supplies,"Acme Box Cutter Scissors",51.15,5,0,13.299,9
7060,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-AP-10001469,"Office Supplies",Appliances,"Fellowes 8 Outlet Superior Workstation Surge Protector",83.42,2,0,24.1918,10
5132,CA-2017-146626,12/29/2017,43105,"Standard Class",BP-11185,"Ben Peterman",Corporate,"United States",Anaheim,California,92804,West,FUR-FU-10002501,Furniture,Furnishings,"Nu-Dell Executive Frame",101.12,8,0,37.4144,11
7054,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,TEC-AC-10000057,Technology,Accessories,"Microsoft Natural Ergonomic Keyboard 4000",119.96,4,0,25.1916,12
7057,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-BI-10004001,"Office Supplies",Binders,"GBC Recycled VeloBinder Covers",122.688,9,0.2,39.8736,13
9906,US-2015-129007,9/13/2015,42262,"First Class",KD-16615,"Ken Dana",Corporate,"United States",Anaheim,California,92804,West,FUR-FU-10004973,Furniture,Furnishings,"Flat Face Poster Frame",131.88,7,0,55.3896,14
4884,CA-2017-104080,3/8/2017,42809,"Standard Class",AH-10210,"Alan Hwang",Consumer,"United States",Anaheim,California,92804,West,OFF-BI-10003876,"Office Supplies",Binders,"Green Canvas Binder for 8-1/2" x 14"" Sheets"",171.2,5,0.2,64.2,15
9909,US-2015-129007,9/13/2015,42262,"First Class",KD-16615,"Ken Dana",Corporate,"United States",Anaheim,California,92804,West,FUR-FU-10002379,Furniture,Furnishings,"Eldon Econocleat Chair Mats for Low Pile Carpets",207.35,5,0,24.882,16
7051,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",209.6,5,0.2,68.12,17
9911,US-2015-129007,9/13/2015,42262,"First Class",KD-16615,"Ken Dana",Corporate,"United States",Anaheim,California,92804,West,OFF-PA-10000994,"Office Supplies",Paper,"Xerox 1915",209.7,2,0,100.656,18
2822,CA-2017-100202,12/31/2016,42740,"Standard Class",BD-11620,"Brian DeCherney",Consumer,"United States",Anaheim,California,92804,West,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",302.376,3,0.2,22.6782,19
7055,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,5,0.2,-31.843,20
4901,CA-2017-120936,12/17/2017,43090,"Standard Class",CA-12310,"Christine Abelman",Corporate,"United States",Anaheim,California,92804,West,OFF-ST-10001526,"Office Supplies",Storage,"Iceberg Mobile Mega Data/Printer Cart ",481.32,4,0,125.1432,21
9908,US-2015-129007,9/13/2015,42262,"First Class",KD-16615,"Ken Dana",Corporate,"United States",Anaheim,California,92804,West,FUR-CH-10000155,Furniture,Chairs,"Global Comet Stacking Armless Chair",717.72,3,0.2,71.772,22
7058,CA-2016-165330,12/11/2016,42715,"Same Day",WB-21850,"William Brown",Consumer,"United States",Anaheim,California,92804,West,FUR-TA-10004619,Furniture,Tables,"Hon Non-Folding Utility Tables",892.136,7,0.2,111.517,23
9943,CA-2014-143371,12/28/2014,42007,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Anaheim,California,92804,West,OFF-ST-10001128,"Office Supplies",Storage,"Carina Mini System Audio Rack, Model AR050B",998.82,9,0,29.9646,24
5871,CA-2016-128223,6/14/2016,42535,"Same Day",EB-13705,"Ed Braxton",Corporate,"United States",Anaheim,California,92804,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,7,0.2,80.843,25
555,CA-2017-100650,6/29/2017,42919,"Second Class",DK-13225,"Dean Katz",Corporate,"United States",Anaheim,California,92804,West,OFF-ST-10001780,"Office Supplies",Storage,"Tennsco 16-Compartment Lockers with Coat Rack",1295.78,2,0,310.9872,26
8332,CA-2016-153269,3/9/2016,42441,"First Class",PS-18760,"Pamela Stobb",Consumer,"United States",Andover,Massachusetts,1810,East,OFF-ST-10004634,"Office Supplies",Storage,"Personal Folder Holder, Ebony",11.21,1,0,3.363,1
8334,CA-2016-153269,3/9/2016,42441,"First Class",PS-18760,"Pamela Stobb",Consumer,"United States",Andover,Massachusetts,1810,East,OFF-PA-10001801,"Office Supplies",Paper,"Xerox 193",17.94,3,0,8.7906,2
8335,CA-2016-153269,3/9/2016,42441,"First Class",PS-18760,"Pamela Stobb",Consumer,"United States",Andover,Massachusetts,1810,East,OFF-BI-10004632,"Office Supplies",Binders,"GBC Binding covers",51.8,4,0,23.31,3
8333,CA-2016-153269,3/9/2016,42441,"First Class",PS-18760,"Pamela Stobb",Consumer,"United States",Andover,Massachusetts,1810,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",354.9,5,0,88.725,4
5717,CA-2015-124107,10/9/2015,42289,"Second Class",BM-11650,"Brian Moss",Corporate,"United States","Ann Arbor",Michigan,48104,Central,TEC-PH-10003875,Technology,Phones,"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",29.16,3,0,8.4564,1
5719,CA-2015-124107,10/9/2015,42289,"Second Class",BM-11650,"Brian Moss",Corporate,"United States","Ann Arbor",Michigan,48104,Central,OFF-AP-10003971,"Office Supplies",Appliances,"Belkin 6 Outlet Metallic Surge Strip",29.403,3,0.1,5.2272,2
5718,CA-2015-124107,10/9/2015,42289,"Second Class",BM-11650,"Brian Moss",Corporate,"United States","Ann Arbor",Michigan,48104,Central,OFF-EN-10003286,"Office Supplies",Envelopes,"Staple envelope",57.96,7,0,27.2412,3
5635,CA-2015-134943,12/5/2015,42344,"First Class",SU-20665,"Stephanie Ulpright","Home Office","United States","Ann Arbor",Michigan,48104,Central,OFF-BI-10000666,"Office Supplies",Binders,"Surelock Post Binders",152.8,5,0,76.4,4
5716,CA-2015-124107,10/9/2015,42289,"Second Class",BM-11650,"Brian Moss",Corporate,"United States","Ann Arbor",Michigan,48104,Central,TEC-AC-10002049,Technology,Accessories,"Logitech G19 Programmable Gaming Keyboard",619.95,5,0,111.591,5
1133,US-2016-114776,12/6/2016,42711,"First Class",GG-14650,"Greg Guthrie",Corporate,"United States",Antioch,California,94509,West,OFF-PA-10004100,"Office Supplies",Paper,"Xerox 216",19.44,3,0,9.3312,1
1907,US-2016-150567,5/17/2016,42511,"Standard Class",RP-19855,"Roy Phan",Corporate,"United States",Apopka,Florida,32712,South,OFF-BI-10001757,"Office Supplies",Binders,"Pressboard Hanging Data Binders for Unburst Sheets",2.952,2,0.7,-2.1648,1
